reference_scene,secondary_scene,reference_date,secondary_date,temporal_baseline_days,orbit_direction,relative_orbit,pair_key,selection_status
S1A_IW_SLC__1SDV_20260629T121233_20260629T121301_065184_08379D_D76F,S1D_IW_SLC__1SDV_20260718T121155_20260718T121222_003728_006AE8_1516,2026-06-29,2026-07-18,19.0,ASCENDING,12,S1A_IW_SLC__1SDV_20260629T121233_20260629T121301_065184_08379D_D76F__S1D_IW_SLC__1SDV_20260718T121155_20260718T121222_003728_006AE8_1516,CANDIDATE
S1D_IW_SLC__1SDV_20260706T121154_20260706T121221_003553_0064F5_743C,S1D_IW_SLC__1SDV_20260718T121155_20260718T121222_003728_006AE8_1516,2026-07-06,2026-07-18,12.0,ASCENDING,12,S1D_IW_SLC__1SDV_20260706T121154_20260706T121221_003553_0064F5_743C__S1D_IW_SLC__1SDV_20260718T121155_20260718T121222_003728_006AE8_1516,CANDIDATE
S1D_IW_SLC__1SDV_20260718T121155_20260718T121222_003728_006AE8_1516,S1D_IW_SLC__1SDV_20260730T121156_20260730T121223_003903_0070EA_02E4,2026-07-18,2026-07-30,12.0,ASCENDING,12,S1D_IW_SLC__1SDV_20260718T121155_20260718T121222_003728_006AE8_1516__S1D_IW_SLC__1SDV_20260730T121156_20260730T121223_003903_0070EA_02E4,CANDIDATE
S1D_IW_SLC__1SDV_20260730T121156_20260730T121223_003903_0070EA_02E4,S1D_IW_SLC__1SDV_20260811T121156_20260811T121223_004078_0076F9_F6E7,2026-07-30,2026-08-11,12.0,ASCENDING,12,S1D_IW_SLC__1SDV_20260730T121156_20260730T121223_003903_0070EA_02E4__S1D_IW_SLC__1SDV_20260811T121156_20260811T121223_004078_0076F9_F6E7,CANDIDATE
S1D_IW_SLC__1SDV_20260811T121156_20260811T121223_004078_0076F9_F6E7,S1D_IW_SLC__1SDV_20260823T121157_20260823T121224_004253_007D19_B4AF,2026-08-11,2026-08-23,12.0,ASCENDING,12,S1D_IW_SLC__1SDV_20260811T121156_20260811T121223_004078_0076F9_F6E7__S1D_IW_SLC__1SDV_20260823T121157_20260823T121224_004253_007D19_B4AF,CANDIDATE
S1D_IW_SLC__1SDV_20260823T121157_20260823T121224_004253_007D19_B4AF,S1D_IW_SLC__1SDV_20260904T121157_20260904T121224_004428_00833E_1D60,2026-08-23,2026-09-04,12.0,ASCENDING,12,S1D_IW_SLC__1SDV_20260823T121157_20260823T121224_004253_007D19_B4AF__S1D_IW_SLC__1SDV_20260904T121157_20260904T121224_004428_00833E_1D60,CANDIDATE
S1A_IW_SLC__1SDV_20240104T122122_20240104T122149_051957_06471E_AAC9,S1A_IW_SLC__1SDV_20240116T122121_20240116T122148_052132_064D1E_56EB,2024-01-04,2024-01-16,12.0,ASCENDING,85,S1A_IW_SLC__1SDV_20240104T122122_20240104T122149_051957_06471E_AAC9__S1A_IW_SLC__1SDV_20240116T122121_20240116T122148_052132_064D1E_56EB,CANDIDATE
S1A_IW_SLC__1SDV_20240104T122122_20240104T122149_051957_06471E_AAC9,S1A_IW_SLC__1SDV_20240128T122121_20240128T122148_052307_065302_03B1,2024-01-04,2024-01-28,24.0,ASCENDING,85,S1A_IW_SLC__1SDV_20240104T122122_20240104T122149_051957_06471E_AAC9__S1A_IW_SLC__1SDV_20240128T122121_20240128T122148_052307_065302_03B1,CANDIDATE
S1A_IW_SLC__1SDV_20240116T122121_20240116T122148_052132_064D1E_56EB,S1A_IW_SLC__1SDV_20240128T122121_20240128T122148_052307_065302_03B1,2024-01-16,2024-01-28,12.0,ASCENDING,85,S1A_IW_SLC__1SDV_20240116T122121_20240116T122148_052132_064D1E_56EB__S1A_IW_SLC__1SDV_20240128T122121_20240128T122148_052307_065302_03B1,CANDIDATE
S1A_IW_SLC__1SDV_20240116T122121_20240116T122148_052132_064D1E_56EB,S1A_IW_SLC__1SDV_20240209T122120_20240209T122147_052482_0658EB_E079,2024-01-16,2024-02-09,24.0,ASCENDING,85,S1A_IW_SLC__1SDV_20240116T122121_20240116T122148_052132_064D1E_56EB__S1A_IW_SLC__1SDV_20240209T122120_20240209T122147_052482_0658EB_E079,CANDIDATE
S1A_IW_SLC__1SDV_20240128T122121_20240128T122148_052307_065302_03B1,S1A_IW_SLC__1SDV_20240209T122120_20240209T122147_052482_0658EB_E079,2024-01-28,2024-02-09,12.0,ASCENDING,85,S1A_IW_SLC__1SDV_20240128T122121_20240128T122148_052307_065302_03B1__S1A_IW_SLC__1SDV_20240209T122120_20240209T122147_052482_0658EB_E079,CANDIDATE
S1A_IW_SLC__1SDV_20240128T122121_20240128T122148_052307_065302_03B1,S1A_IW_SLC__1SDV_20240221T122120_20240221T122147_052657_065ED6_4DB2,2024-01-28,2024-02-21,24.0,ASCENDING,85,S1A_IW_SLC__1SDV_20240128T122121_20240128T122148_052307_065302_03B1__S1A_IW_SLC__1SDV_20240221T122120_20240221T122147_052657_065ED6_4DB2,CANDIDATE
S1A_IW_SLC__1SDV_20240209T122120_20240209T122147_052482_0658EB_E079,S1A_IW_SLC__1SDV_20240221T122120_20240221T122147_052657_065ED6_4DB2,2024-02-09,2024-02-21,12.0,ASCENDING,85,S1A_IW_SLC__1SDV_20240209T122120_20240209T122147_052482_0658EB_E079__S1A_IW_SLC__1SDV_20240221T122120_20240221T122147_052657_065ED6_4DB2,CANDIDATE
S1A_IW_SLC__1SDV_20240209T122120_20240209T122147_052482_0658EB_E079,S1A_IW_SLC__1SDV_20240304T122120_20240304T122147_052832_0664CA_30C3,2024-02-09,2024-03-04,24.0,ASCENDING,85,S1A_IW_SLC__1SDV_20240209T122120_20240209T122147_052482_0658EB_E079__S1A_IW_SLC__1SDV_20240304T122120_20240304T122147_052832_0664CA_30C3,CANDIDATE
S1A_IW_SLC__1SDV_20240221T122120_20240221T122147_052657_065ED6_4DB2,S1A_IW_SLC__1SDV_20240304T122120_20240304T122147_052832_0664CA_30C3,2024-02-21,2024-03-04,12.0,ASCENDING,85,S1A_IW_SLC__1SDV_20240221T122120_20240221T122147_052657_065ED6_4DB2__S1A_IW_SLC__1SDV_20240304T122120_20240304T122147_052832_0664CA_30C3,CANDIDATE
S1A_IW_SLC__1SDV_20240221T122120_20240221T122147_052657_065ED6_4DB2,S1A_IW_SLC__1SDV_20240316T122120_20240316T122147_053007_066ADC_2E0C,2024-02-21,2024-03-16,24.0,ASCENDING,85,S1A_IW_SLC__1SDV_20240221T122120_20240221T122147_052657_065ED6_4DB2__S1A_IW_SLC__1SDV_20240316T122120_20240316T122147_053007_066ADC_2E0C,CANDIDATE
S1A_IW_SLC__1SDV_20240304T122120_20240304T122147_052832_0664CA_30C3,S1A_IW_SLC__1SDV_20240316T122120_20240316T122147_053007_066ADC_2E0C,2024-03-04,2024-03-16,12.0,ASCENDING,85,S1A_IW_SLC__1SDV_20240304T122120_20240304T122147_052832_0664CA_30C3__S1A_IW_SLC__1SDV_20240316T122120_20240316T122147_053007_066ADC_2E0C,CANDIDATE
S1A_IW_SLC__1SDV_20240316T122120_20240316T122147_053007_066ADC_2E0C,S1A_IW_SLC__1SDV_20240328T122121_20240328T122148_053182_067190_98AA,2024-03-16,2024-03-28,12.0,ASCENDING,85,S1A_IW_SLC__1SDV_20240316T122120_20240316T122147_053007_066ADC_2E0C__S1A_IW_SLC__1SDV_20240328T122121_20240328T122148_053182_067190_98AA,CANDIDATE
S1A_IW_SLC__1SDV_20240328T122121_20240328T122148_053182_067190_98AA,S1A_IW_SLC__1SDV_20240421T122121_20240421T122148_053532_067F4A_881C,2024-03-28,2024-04-21,24.0,ASCENDING,85,S1A_IW_SLC__1SDV_20240328T122121_20240328T122148_053182_067190_98AA__S1A_IW_SLC__1SDV_20240421T122121_20240421T122148_053532_067F4A_881C,CANDIDATE
S1A_IW_SLC__1SDV_20240421T122121_20240421T122148_053532_067F4A_881C,S1A_IW_SLC__1SDV_20240503T122122_20240503T122149_053707_06862C_E741,2024-04-21,2024-05-03,12.0,ASCENDING,85,S1A_IW_SLC__1SDV_20240421T122121_20240421T122148_053532_067F4A_881C__S1A_IW_SLC__1SDV_20240503T122122_20240503T122149_053707_06862C_E741,CANDIDATE
S1A_IW_SLC__1SDV_20240421T122121_20240421T122148_053532_067F4A_881C,S1A_IW_SLC__1SDV_20240515T122121_20240515T122148_053882_068C7D_ECA7,2024-04-21,2024-05-15,24.0,ASCENDING,85,S1A_IW_SLC__1SDV_20240421T122121_20240421T122148_053532_067F4A_881C__S1A_IW_SLC__1SDV_20240515T122121_20240515T122148_053882_068C7D_ECA7,CANDIDATE
S1A_IW_SLC__1SDV_20240503T122122_20240503T122149_053707_06862C_E741,S1A_IW_SLC__1SDV_20240515T122121_20240515T122148_053882_068C7D_ECA7,2024-05-03,2024-05-15,12.0,ASCENDING,85,S1A_IW_SLC__1SDV_20240503T122122_20240503T122149_053707_06862C_E741__S1A_IW_SLC__1SDV_20240515T122121_20240515T122148_053882_068C7D_ECA7,CANDIDATE
S1A_IW_SLC__1SDV_20240503T122122_20240503T122149_053707_06862C_E741,S1A_IW_SLC__1SDV_20240527T122122_20240527T122149_054057_069293_5FD5,2024-05-03,2024-05-27,24.0,ASCENDING,85,S1A_IW_SLC__1SDV_20240503T122122_20240503T122149_053707_06862C_E741__S1A_IW_SLC__1SDV_20240527T122122_20240527T122149_054057_069293_5FD5,CANDIDATE
S1A_IW_SLC__1SDV_20240515T122121_20240515T122148_053882_068C7D_ECA7,S1A_IW_SLC__1SDV_20240527T122122_20240527T122149_054057_069293_5FD5,2024-05-15,2024-05-27,12.0,ASCENDING,85,S1A_IW_SLC__1SDV_20240515T122121_20240515T122148_053882_068C7D_ECA7__S1A_IW_SLC__1SDV_20240527T122122_20240527T122149_054057_069293_5FD5,CANDIDATE
S1A_IW_SLC__1SDV_20240515T122121_20240515T122148_053882_068C7D_ECA7,S1A_IW_SLC__1SDV_20240608T122121_20240608T122148_054232_0698A1_8F0E,2024-05-15,2024-06-08,24.0,ASCENDING,85,S1A_IW_SLC__1SDV_20240515T122121_20240515T122148_053882_068C7D_ECA7__S1A_IW_SLC__1SDV_20240608T122121_20240608T122148_054232_0698A1_8F0E,CANDIDATE
S1A_IW_SLC__1SDV_20240527T122122_20240527T122149_054057_069293_5FD5,S1A_IW_SLC__1SDV_20240608T122121_20240608T122148_054232_0698A1_8F0E,2024-05-27,2024-06-08,12.0,ASCENDING,85,S1A_IW_SLC__1SDV_20240527T122122_20240527T122149_054057_069293_5FD5__S1A_IW_SLC__1SDV_20240608T122121_20240608T122148_054232_0698A1_8F0E,CANDIDATE
S1A_IW_SLC__1SDV_20240527T122122_20240527T122149_054057_069293_5FD5,S1A_IW_SLC__1SDV_20240620T122120_20240620T122147_054407_069EAF_4534,2024-05-27,2024-06-20,24.0,ASCENDING,85,S1A_IW_SLC__1SDV_20240527T122122_20240527T122149_054057_069293_5FD5__S1A_IW_SLC__1SDV_20240620T122120_20240620T122147_054407_069EAF_4534,CANDIDATE
S1A_IW_SLC__1SDV_20240608T122121_20240608T122148_054232_0698A1_8F0E,S1A_IW_SLC__1SDV_20240620T122120_20240620T122147_054407_069EAF_4534,2024-06-08,2024-06-20,12.0,ASCENDING,85,S1A_IW_SLC__1SDV_20240608T122121_20240608T122148_054232_0698A1_8F0E__S1A_IW_SLC__1SDV_20240620T122120_20240620T122147_054407_069EAF_4534,CANDIDATE
S1A_IW_SLC__1SDV_20240608T122121_20240608T122148_054232_0698A1_8F0E,S1A_IW_SLC__1SDV_20240702T122120_20240702T122147_054582_06A4C6_37E3,2024-06-08,2024-07-02,24.0,ASCENDING,85,S1A_IW_SLC__1SDV_20240608T122121_20240608T122148_054232_0698A1_8F0E__S1A_IW_SLC__1SDV_20240702T122120_20240702T122147_054582_06A4C6_37E3,CANDIDATE
S1A_IW_SLC__1SDV_20240620T122120_20240620T122147_054407_069EAF_4534,S1A_IW_SLC__1SDV_20240702T122120_20240702T122147_054582_06A4C6_37E3,2024-06-20,2024-07-02,12.0,ASCENDING,85,S1A_IW_SLC__1SDV_20240620T122120_20240620T122147_054407_069EAF_4534__S1A_IW_SLC__1SDV_20240702T122120_20240702T122147_054582_06A4C6_37E3,CANDIDATE
S1A_IW_SLC__1SDV_20240620T122120_20240620T122147_054407_069EAF_4534,S1A_IW_SLC__1SDV_20240714T122119_20240714T122146_054757_06AAD3_E4E6,2024-06-20,2024-07-14,24.0,ASCENDING,85,S1A_IW_SLC__1SDV_20240620T122120_20240620T122147_054407_069EAF_4534__S1A_IW_SLC__1SDV_20240714T122119_20240714T122146_054757_06AAD3_E4E6,CANDIDATE
S1A_IW_SLC__1SDV_20240702T122120_20240702T122147_054582_06A4C6_37E3,S1A_IW_SLC__1SDV_20240714T122119_20240714T122146_054757_06AAD3_E4E6,2024-07-02,2024-07-14,12.0,ASCENDING,85,S1A_IW_SLC__1SDV_20240702T122120_20240702T122147_054582_06A4C6_37E3__S1A_IW_SLC__1SDV_20240714T122119_20240714T122146_054757_06AAD3_E4E6,CANDIDATE
S1A_IW_SLC__1SDV_20240702T122120_20240702T122147_054582_06A4C6_37E3,S1A_IW_SLC__1SDV_20240726T122119_20240726T122146_054932_06B0EA_2876,2024-07-02,2024-07-26,24.0,ASCENDING,85,S1A_IW_SLC__1SDV_20240702T122120_20240702T122147_054582_06A4C6_37E3__S1A_IW_SLC__1SDV_20240726T122119_20240726T122146_054932_06B0EA_2876,CANDIDATE
S1A_IW_SLC__1SDV_20240714T122119_20240714T122146_054757_06AAD3_E4E6,S1A_IW_SLC__1SDV_20240726T122119_20240726T122146_054932_06B0EA_2876,2024-07-14,2024-07-26,12.0,ASCENDING,85,S1A_IW_SLC__1SDV_20240714T122119_20240714T122146_054757_06AAD3_E4E6__S1A_IW_SLC__1SDV_20240726T122119_20240726T122146_054932_06B0EA_2876,CANDIDATE
S1A_IW_SLC__1SDV_20240714T122119_20240714T122146_054757_06AAD3_E4E6,S1A_IW_SLC__1SDV_20240807T122119_20240807T122146_055107_06B6FA_8876,2024-07-14,2024-08-07,24.0,ASCENDING,85,S1A_IW_SLC__1SDV_20240714T122119_20240714T122146_054757_06AAD3_E4E6__S1A_IW_SLC__1SDV_20240807T122119_20240807T122146_055107_06B6FA_8876,CANDIDATE
S1A_IW_SLC__1SDV_20240726T122119_20240726T122146_054932_06B0EA_2876,S1A_IW_SLC__1SDV_20240807T122119_20240807T122146_055107_06B6FA_8876,2024-07-26,2024-08-07,12.0,ASCENDING,85,S1A_IW_SLC__1SDV_20240726T122119_20240726T122146_054932_06B0EA_2876__S1A_IW_SLC__1SDV_20240807T122119_20240807T122146_055107_06B6FA_8876,CANDIDATE
S1A_IW_SLC__1SDV_20240726T122119_20240726T122146_054932_06B0EA_2876,S1A_IW_SLC__1SDV_20240819T122119_20240819T122146_055282_06BD59_4806,2024-07-26,2024-08-19,24.0,ASCENDING,85,S1A_IW_SLC__1SDV_20240726T122119_20240726T122146_054932_06B0EA_2876__S1A_IW_SLC__1SDV_20240819T122119_20240819T122146_055282_06BD59_4806,CANDIDATE
S1A_IW_SLC__1SDV_20240807T122119_20240807T122146_055107_06B6FA_8876,S1A_IW_SLC__1SDV_20240819T122119_20240819T122146_055282_06BD59_4806,2024-08-07,2024-08-19,12.0,ASCENDING,85,S1A_IW_SLC__1SDV_20240807T122119_20240807T122146_055107_06B6FA_8876__S1A_IW_SLC__1SDV_20240819T122119_20240819T122146_055282_06BD59_4806,CANDIDATE
S1A_IW_SLC__1SDV_20240807T122119_20240807T122146_055107_06B6FA_8876,S1A_IW_SLC__1SDV_20240831T122119_20240831T122146_055457_06C3C9_3DCC,2024-08-07,2024-08-31,24.0,ASCENDING,85,S1A_IW_SLC__1SDV_20240807T122119_20240807T122146_055107_06B6FA_8876__S1A_IW_SLC__1SDV_20240831T122119_20240831T122146_055457_06C3C9_3DCC,CANDIDATE
S1A_IW_SLC__1SDV_20240819T122119_20240819T122146_055282_06BD59_4806,S1A_IW_SLC__1SDV_20240831T122119_20240831T122146_055457_06C3C9_3DCC,2024-08-19,2024-08-31,12.0,ASCENDING,85,S1A_IW_SLC__1SDV_20240819T122119_20240819T122146_055282_06BD59_4806__S1A_IW_SLC__1SDV_20240831T122119_20240831T122146_055457_06C3C9_3DCC,CANDIDATE
S1A_IW_SLC__1SDV_20240831T122119_20240831T122146_055457_06C3C9_3DCC,S1A_IW_SLC__1SDV_20240912T122120_20240912T122147_055632_06CAB6_675D,2024-08-31,2024-09-12,12.0,ASCENDING,85,S1A_IW_SLC__1SDV_20240831T122119_20240831T122146_055457_06C3C9_3DCC__S1A_IW_SLC__1SDV_20240912T122120_20240912T122147_055632_06CAB6_675D,CANDIDATE
S1A_IW_SLC__1SDV_20240912T122120_20240912T122147_055632_06CAB6_675D,S1A_IW_SLC__1SDV_20240924T122120_20240924T122147_055807_06D1A1_3ED2,2024-09-12,2024-09-24,12.0,ASCENDING,85,S1A_IW_SLC__1SDV_20240912T122120_20240912T122147_055632_06CAB6_675D__S1A_IW_SLC__1SDV_20240924T122120_20240924T122147_055807_06D1A1_3ED2,CANDIDATE
S1A_IW_SLC__1SDV_20240924T122120_20240924T122147_055807_06D1A1_3ED2,S1A_IW_SLC__1SDV_20241006T122121_20241006T122148_055982_06D887_F01C,2024-09-24,2024-10-06,12.0,ASCENDING,85,S1A_IW_SLC__1SDV_20240924T122120_20240924T122147_055807_06D1A1_3ED2__S1A_IW_SLC__1SDV_20241006T122121_20241006T122148_055982_06D887_F01C,CANDIDATE
S1A_IW_SLC__1SDV_20241006T122121_20241006T122148_055982_06D887_F01C,S1A_IW_SLC__1SDV_20241018T122121_20241018T122148_056157_06DF73_FDE5,2024-10-06,2024-10-18,12.0,ASCENDING,85,S1A_IW_SLC__1SDV_20241006T122121_20241006T122148_055982_06D887_F01C__S1A_IW_SLC__1SDV_20241018T122121_20241018T122148_056157_06DF73_FDE5,CANDIDATE
S1A_IW_SLC__1SDV_20241006T122121_20241006T122148_055982_06D887_F01C,S1A_IW_SLC__1SDV_20241030T122121_20241030T122148_056332_06E661_EC04,2024-10-06,2024-10-30,24.0,ASCENDING,85,S1A_IW_SLC__1SDV_20241006T122121_20241006T122148_055982_06D887_F01C__S1A_IW_SLC__1SDV_20241030T122121_20241030T122148_056332_06E661_EC04,CANDIDATE
S1A_IW_SLC__1SDV_20241018T122121_20241018T122148_056157_06DF73_FDE5,S1A_IW_SLC__1SDV_20241030T122121_20241030T122148_056332_06E661_EC04,2024-10-18,2024-10-30,12.0,ASCENDING,85,S1A_IW_SLC__1SDV_20241018T122121_20241018T122148_056157_06DF73_FDE5__S1A_IW_SLC__1SDV_20241030T122121_20241030T122148_056332_06E661_EC04,CANDIDATE
S1A_IW_SLC__1SDV_20241018T122121_20241018T122148_056157_06DF73_FDE5,S1A_IW_SLC__1SDV_20241111T122120_20241111T122147_056507_06ED59_6578,2024-10-18,2024-11-11,24.0,ASCENDING,85,S1A_IW_SLC__1SDV_20241018T122121_20241018T122148_056157_06DF73_FDE5__S1A_IW_SLC__1SDV_20241111T122120_20241111T122147_056507_06ED59_6578,CANDIDATE
S1A_IW_SLC__1SDV_20241030T122121_20241030T122148_056332_06E661_EC04,S1A_IW_SLC__1SDV_20241111T122120_20241111T122147_056507_06ED59_6578,2024-10-30,2024-11-11,12.0,ASCENDING,85,S1A_IW_SLC__1SDV_20241030T122121_20241030T122148_056332_06E661_EC04__S1A_IW_SLC__1SDV_20241111T122120_20241111T122147_056507_06ED59_6578,CANDIDATE
S1A_IW_SLC__1SDV_20241030T122121_20241030T122148_056332_06E661_EC04,S1A_IW_SLC__1SDV_20241123T122119_20241123T122146_056682_06F458_21CF,2024-10-30,2024-11-23,24.0,ASCENDING,85,S1A_IW_SLC__1SDV_20241030T122121_20241030T122148_056332_06E661_EC04__S1A_IW_SLC__1SDV_20241123T122119_20241123T122146_056682_06F458_21CF,CANDIDATE
S1A_IW_SLC__1SDV_20241111T122120_20241111T122147_056507_06ED59_6578,S1A_IW_SLC__1SDV_20241123T122119_20241123T122146_056682_06F458_21CF,2024-11-11,2024-11-23,12.0,ASCENDING,85,S1A_IW_SLC__1SDV_20241111T122120_20241111T122147_056507_06ED59_6578__S1A_IW_SLC__1SDV_20241123T122119_20241123T122146_056682_06F458_21CF,CANDIDATE
S1A_IW_SLC__1SDV_20241111T122120_20241111T122147_056507_06ED59_6578,S1A_IW_SLC__1SDV_20241205T122119_20241205T122145_056857_06FB45_3586,2024-11-11,2024-12-05,24.0,ASCENDING,85,S1A_IW_SLC__1SDV_20241111T122120_20241111T122147_056507_06ED59_6578__S1A_IW_SLC__1SDV_20241205T122119_20241205T122145_056857_06FB45_3586,CANDIDATE
S1A_IW_SLC__1SDV_20241123T122119_20241123T122146_056682_06F458_21CF,S1A_IW_SLC__1SDV_20241205T122119_20241205T122145_056857_06FB45_3586,2024-11-23,2024-12-05,12.0,ASCENDING,85,S1A_IW_SLC__1SDV_20241123T122119_20241123T122146_056682_06F458_21CF__S1A_IW_SLC__1SDV_20241205T122119_20241205T122145_056857_06FB45_3586,CANDIDATE
S1A_IW_SLC__1SDV_20241123T122119_20241123T122146_056682_06F458_21CF,S1A_IW_SLC__1SDV_20241217T122117_20241217T122144_057032_070234_AD37,2024-11-23,2024-12-17,24.0,ASCENDING,85,S1A_IW_SLC__1SDV_20241123T122119_20241123T122146_056682_06F458_21CF__S1A_IW_SLC__1SDV_20241217T122117_20241217T122144_057032_070234_AD37,CANDIDATE
S1A_IW_SLC__1SDV_20241205T122119_20241205T122145_056857_06FB45_3586,S1A_IW_SLC__1SDV_20241217T122117_20241217T122144_057032_070234_AD37,2024-12-05,2024-12-17,12.0,ASCENDING,85,S1A_IW_SLC__1SDV_20241205T122119_20241205T122145_056857_06FB45_3586__S1A_IW_SLC__1SDV_20241217T122117_20241217T122144_057032_070234_AD37,CANDIDATE
S1A_IW_SLC__1SDV_20241205T122119_20241205T122145_056857_06FB45_3586,S1A_IW_SLC__1SDV_20241229T122117_20241229T122144_057207_070921_A2D3,2024-12-05,2024-12-29,24.0,ASCENDING,85,S1A_IW_SLC__1SDV_20241205T122119_20241205T122145_056857_06FB45_3586__S1A_IW_SLC__1SDV_20241229T122117_20241229T122144_057207_070921_A2D3,CANDIDATE
S1A_IW_SLC__1SDV_20241217T122117_20241217T122144_057032_070234_AD37,S1A_IW_SLC__1SDV_20241229T122117_20241229T122144_057207_070921_A2D3,2024-12-17,2024-12-29,12.0,ASCENDING,85,S1A_IW_SLC__1SDV_20241217T122117_20241217T122144_057032_070234_AD37__S1A_IW_SLC__1SDV_20241229T122117_20241229T122144_057207_070921_A2D3,CANDIDATE
S1A_IW_SLC__1SDV_20241217T122117_20241217T122144_057032_070234_AD37,S1A_IW_SLC__1SDV_20250110T122115_20250110T122142_057382_07100D_B788,2024-12-17,2025-01-10,24.0,ASCENDING,85,S1A_IW_SLC__1SDV_20241217T122117_20241217T122144_057032_070234_AD37__S1A_IW_SLC__1SDV_20250110T122115_20250110T122142_057382_07100D_B788,CANDIDATE
S1A_IW_SLC__1SDV_20241229T122117_20241229T122144_057207_070921_A2D3,S1A_IW_SLC__1SDV_20250110T122115_20250110T122142_057382_07100D_B788,2024-12-29,2025-01-10,12.0,ASCENDING,85,S1A_IW_SLC__1SDV_20241229T122117_20241229T122144_057207_070921_A2D3__S1A_IW_SLC__1SDV_20250110T122115_20250110T122142_057382_07100D_B788,CANDIDATE
S1A_IW_SLC__1SDV_20241229T122117_20241229T122144_057207_070921_A2D3,S1A_IW_SLC__1SDV_20250122T122114_20250122T122141_057557_0716FE_734A,2024-12-29,2025-01-22,24.0,ASCENDING,85,S1A_IW_SLC__1SDV_20241229T122117_20241229T122144_057207_070921_A2D3__S1A_IW_SLC__1SDV_20250122T122114_20250122T122141_057557_0716FE_734A,CANDIDATE
S1A_IW_SLC__1SDV_20250110T122115_20250110T122142_057382_07100D_B788,S1A_IW_SLC__1SDV_20250122T122114_20250122T122141_057557_0716FE_734A,2025-01-10,2025-01-22,12.0,ASCENDING,85,S1A_IW_SLC__1SDV_20250110T122115_20250110T122142_057382_07100D_B788__S1A_IW_SLC__1SDV_20250122T122114_20250122T122141_057557_0716FE_734A,CANDIDATE
S1A_IW_SLC__1SDV_20250110T122115_20250110T122142_057382_07100D_B788,S1A_IW_SLC__1SDV_20250203T122114_20250203T122141_057732_071DEE_864D,2025-01-10,2025-02-03,24.0,ASCENDING,85,S1A_IW_SLC__1SDV_20250110T122115_20250110T122142_057382_07100D_B788__S1A_IW_SLC__1SDV_20250203T122114_20250203T122141_057732_071DEE_864D,CANDIDATE
S1A_IW_SLC__1SDV_20250122T122114_20250122T122141_057557_0716FE_734A,S1A_IW_SLC__1SDV_20250203T122114_20250203T122141_057732_071DEE_864D,2025-01-22,2025-02-03,12.0,ASCENDING,85,S1A_IW_SLC__1SDV_20250122T122114_20250122T122141_057557_0716FE_734A__S1A_IW_SLC__1SDV_20250203T122114_20250203T122141_057732_071DEE_864D,CANDIDATE
S1A_IW_SLC__1SDV_20250122T122114_20250122T122141_057557_0716FE_734A,S1A_IW_SLC__1SDV_20250215T122113_20250215T122140_057907_0724F0_9999,2025-01-22,2025-02-15,24.0,ASCENDING,85,S1A_IW_SLC__1SDV_20250122T122114_20250122T122141_057557_0716FE_734A__S1A_IW_SLC__1SDV_20250215T122113_20250215T122140_057907_0724F0_9999,CANDIDATE
S1A_IW_SLC__1SDV_20250203T122114_20250203T122141_057732_071DEE_864D,S1A_IW_SLC__1SDV_20250215T122113_20250215T122140_057907_0724F0_9999,2025-02-03,2025-02-15,12.0,ASCENDING,85,S1A_IW_SLC__1SDV_20250203T122114_20250203T122141_057732_071DEE_864D__S1A_IW_SLC__1SDV_20250215T122113_20250215T122140_057907_0724F0_9999,CANDIDATE
S1A_IW_SLC__1SDV_20250203T122114_20250203T122141_057732_071DEE_864D,S1A_IW_SLC__1SDV_20250227T122113_20250227T122140_058082_072C12_AAC0,2025-02-03,2025-02-27,24.0,ASCENDING,85,S1A_IW_SLC__1SDV_20250203T122114_20250203T122141_057732_071DEE_864D__S1A_IW_SLC__1SDV_20250227T122113_20250227T122140_058082_072C12_AAC0,CANDIDATE
S1A_IW_SLC__1SDV_20250215T122113_20250215T122140_057907_0724F0_9999,S1A_IW_SLC__1SDV_20250311T122113_20250311T122140_058257_07332C_6F6B,2025-02-15,2025-03-11,24.0,ASCENDING,85,S1A_IW_SLC__1SDV_20250215T122113_20250215T122140_057907_0724F0_9999__S1A_IW_SLC__1SDV_20250311T122113_20250311T122140_058257_07332C_6F6B,CANDIDATE
S1A_IW_SLC__1SDV_20250227T122113_20250227T122140_058082_072C12_AAC0,S1A_IW_SLC__1SDV_20250311T122113_20250311T122140_058257_07332C_6F6B,2025-02-27,2025-03-11,12.0,ASCENDING,85,S1A_IW_SLC__1SDV_20250227T122113_20250227T122140_058082_072C12_AAC0__S1A_IW_SLC__1SDV_20250311T122113_20250311T122140_058257_07332C_6F6B,CANDIDATE
S1A_IW_SLC__1SDV_20250311T122113_20250311T122140_058257_07332C_6F6B,S1A_IW_SLC__1SDV_20250323T122114_20250323T122141_058432_073A14_60BC,2025-03-11,2025-03-23,12.0,ASCENDING,85,S1A_IW_SLC__1SDV_20250311T122113_20250311T122140_058257_07332C_6F6B__S1A_IW_SLC__1SDV_20250323T122114_20250323T122141_058432_073A14_60BC,CANDIDATE
S1A_IW_SLC__1SDV_20250323T122114_20250323T122141_058432_073A14_60BC,S1A_IW_SLC__1SDV_20250404T122114_20250404T122141_058607_074127_F160,2025-03-23,2025-04-04,12.0,ASCENDING,85,S1A_IW_SLC__1SDV_20250323T122114_20250323T122141_058432_073A14_60BC__S1A_IW_SLC__1SDV_20250404T122114_20250404T122141_058607_074127_F160,CANDIDATE
